time,open,high,low,close,DP,EMA,EMA,EMA,Volume
1782984300,25177.6,25180.9,25163,25177.7,25158,25079.592292394147,25115.443117361938,25141.624800884758,149
1782984600,25178.6,25188.1,25174.5,25178.2,25158,25080.573463614106,25117.90417158304,25145.10815318145,329
1782984900,25178.7,25186.7,25174.7,25179.4,25158,25081.55681223486,25120.31577269743,25148.374043354645,107
1782985200,25180.6,25196.7,25174.4,25190.7,25158,25082.64281410317,25123.075938474,25152.40508684468,127
1782985500,25190.2,25190.2,25172.4,25173.9,25188,25083.550845803635,25125.069038926,25154.4522214309,79
1782985800,25172.7,25196.8,25172.7,25196.1,25188,25084.67073788519,25127.854566811257,25158.418676532718,82
1782986100,25196.5,25201.2,25175.8,25179.4,25188,25085.613317607724,25129.87595634807,25160.416897815317,150
1782986400,25180.1,25183.9,25162.8,25176.8,25188,25086.52064778078,25131.716114922656,25161.97719326148,197
1782986700,25177.8,25181.9,25165,25166,25188,25087.311487106344,25133.06058100412,25162.360317712766,102
1782987000,25166.6,25176.4,25164.7,25175.4,25188,25088.187989722202,25134.720950376508,25163.602192216313,63
1782987300,25175.8,25195.5,25171.7,25194.9,25188,25089.249800769743,25137.08091310684,25166.58293581476,111
1782987600,25195.4,25199.1,25186.5,25194.6,25188,25090.2980614586,25139.33656357324,25169.251227641926,137
1782987900,25194.3,25211.5,25191.3,25209,25188,25091.479175274933,25142.068463040956,25173.03682500936,209
1782988200,25209.4,25249.5,25209.4,25238.4,25188,25092.94107402842,25145.846170372683,25179.261889294183,360
1782988500,25239.9,25255.4,25238.4,25255,25188,25094.553600655003,25150.126712711008,25186.475042694736,195
1782988800,25252.9,25261.8,25245.4,25255,25188,25096.150082240525,25154.23939064391,25193.00122910476,211
1782989100,25255.2,25273.5,25254.3,25261.3,25258,25097.7933650043,25158.437845912777,25199.505873951926,325
1782989400,25261.8,25275.2,25250.4,25267.3,25258,25099.479998188337,25162.70694999463,25205.962457385078,216
1782989700,25267.4,25291.8,25266.3,25280.3,25258,25101.279202186462,25167.318442151703,25213.042223348402,377
1782990000,25280.4,25301.4,25272.9,25275.4,25258,25103.011747438337,25171.556934616343,25218.981059219983,322
1782990300,25275.6,25278.4,25261.7,25275.4,25258,25104.727053433977,25175.62921169021,25224.354291675223,234
1782990600,25274.1,25285.9,25271.4,25279.6,25258,25106.467082753043,25179.706497506282,25229.615787706152,169
1782990900,25280.1,25286.6,25272.6,25280.1,25258,25108.194773471918,25183.643497604076,25234.423807924613,168
1782991200,25281.9,25285.6,25269.6,25281.9,25258,25109.92318368613,25187.496693776466,25238.945350027032,130
1782991500,25280.9,25290.7,25276.9,25284.5,25258,25111.66026643552,25191.300745000917,25243.283888119695,156
1782991800,25285.7,25296.1,25282.1,25285.6,25258,25113.391010053077,25194.99875500088,25247.313994013057,130
1782992100,25285.1,25294.7,25277.9,25293.1,25258,25115.17915920678,25198.845862647904,25251.674566011814,94
1782992400,25292,25294,25277.5,25282,25258,25116.839068070392,25202.10680921073,25254.562702582116,123
1782992700,25281.5,25303.3,25281,25298.5,25302,25118.646639532377,25205.88693433972,25258.747207098106,181
1782993000,25298.9,25312.4,25295.9,25301.4,25302,25120.465080930066,25209.63254475777,25262.809377850666,274
1782993300,25301.9,25309.8,25301.4,25303.1,25302,25122.282343806382,25213.297935159426,25266.64657996013,204
1782993600,25303.4,25324.7,25295.9,25318.7,25302,25124.236748345622,25217.4313494669,25271.604048535355,198
1782993900,25318.8,25335.3,25316.3,25328.9,25302,25126.27319861084,25221.80266909565,25277.060805817702,283
1782994200,25328.4,25343.2,25323.9,25341.7,25302,25128.41674887342,25226.504525209548,25283.216919549348,209
